condition,therapeuticarea,summary,purpose,gender,age,status,cwid,modified,sponsor,phase
Growth Hormone Deficiencies/Abnormalities,Endocrinology Pediatrics/Neonatology,"Comparison of Somavaratan (VRS-317), a Long-acting Growth Hormone, to Daily Growth Hormone in Pediatric GHD Patients (VELOCITY)","The VELOCITY trial seeks to show how well somavaratan will help children with growth hormone deficiency grow, and how safe and tolerable somavaratan is when given to children over a period of 1 year compared to daily growth hormone treatment.",Both Male and Female,3 to 11 Years,Recruiting,210341,"","Versartis, Inc.",3
Growth Hormone Deficiencies/Abnormalities,Endocrinology Pediatrics/Neonatology,"Comparison of Somavaratan (VRS-317), a Long-acting Growth Hormone, to Daily Growth Hormone in Pediatric GHD Patients (VELOCITY)","The VELOCITY trial seeks to show how well somavaratan will help children with growth hormone deficiency grow, and how safe and tolerable somavaratan is when given to children over a period of 1 year compared to daily growth hormone treatment.",Both Male and Female,3 to 11 Years,Recruiting,210337,"","Versartis, Inc.",3
Growth Hormone Deficiencies/Abnormalities,Endocrinology Pediatrics/Neonatology,"Comparison of Somavaratan (VRS-317), a Long-acting Growth Hormone, to Daily Growth Hormone in Pediatric GHD Patients (VELOCITY)","The VELOCITY trial seeks to show how well somavaratan will help children with growth hormone deficiency grow, and how safe and tolerable somavaratan is when given to children over a period of 1 year compared to daily growth hormone treatment.",Both Male and Female,3 to 11 Years,Recruiting,210339,"","Versartis, Inc.",3
Growth Hormone Deficiencies/Abnormalities,Endocrinology Pediatrics/Neonatology,"Comparison of Somavaratan (VRS-317), a Long-acting Growth Hormone, to Daily Growth Hormone in Pediatric GHD Patients (VELOCITY)","The VELOCITY trial seeks to show how well somavaratan will help children with growth hormone deficiency grow, and how safe and tolerable somavaratan is when given to children over a period of 1 year compared to daily growth hormone treatment.",Both Male and Female,3 to 11 Years,Recruiting,210338,"","Versartis, Inc.",3
Gynecological Infections,Obstetrics/Gynecology (Women’s Health) Infections and Infectious Diseases Family Medicine,STD Testing / STI Testing / Sexually Transmitted Dieases & Infections,"A STD Test Sexually transmitted diseases (STDs) are caused by infections that are passed from one person to another during sexual contact. These infections often do not cause any symptoms. Medically, infections are only called diseases when they cause symptoms. That is why STDs are also called ""sexually transmitted infections."" But it’s very common for people to use the terms ""sexually transmitted diseases"" or ""STDs,"" even when there are no signs of disease. There are many kinds of sexually transmitted diseases and infections. And they are very common — more than half of all of us will get one at some time in our lives.","",Female,18 and up,195894,"",,
Gynecological Infections,Obstetrics/Gynecology (Women’s Health) Infections and Infectious Diseases Family Medicine,The Pap Test (or Pap Smear),The Pap test (or Pap smear) looks for cancers and pre-cancers in the cervix (the lower part of the uterus that opens into the vagina). Pre-cancers are cell changes that might become cancer if they are not detected sooner or treated right away.,"",Female,18 and up,195886,"",,
Gynecological Infections,Obstetrics/Gynecology (Women’s Health) Infections and Infectious Diseases Family Medicine,Vaginal Bacterial Infections,"""Vaginitis"" (Bacterial Infection) is a medical term used to describe various conditions that cause infection or inflammation of the vagina. Vulvovaginitis refers to inflammation of both the vagina and vulva (the external female genitals). These conditions can result from a vaginal infection caused by organisms such as bacteria, yeast, or viruses, as well as by irritations from chemicals in creams, sprays, or even clothing that is in contact with this area. In some cases, vaginitis results from organisms that are passed between sexual partners.","",Female,18 and up,195905,"",,
Gynecological Infections,Obstetrics/Gynecology (Women’s Health) Infections and Infectious Diseases Family Medicine,"GOG 0213: A Phase III, Randomized, Controlled Clinical Trial of Carboplatin and Paclitaxel Alone or in Combination with Bevacizumab Followed by Bevacizumab and Secondary Cytoreductive Surgery in Platinum-Sensitive, Recurrent Ovarian, Primary Peritoneal and Fallopian Tube Cancer. NCI-SUPPLIED AGENTS: BEVACIZUMAB.","CW ID: 181694
Date Last Changed:  May 23, 2014",Female,N/A,Recruiting,181694,"",,3
Gynecological Infections,Obstetrics/Gynecology (Women’s Health) Infections and Infectious Diseases Family Medicine,GOG 0238: A Randomized Trial of Pelvic Irradiation with or without Concurrent Weekly Cisplatin in Patients with Pelvic-only Recurrence of Carcinoma of the Uterine Corpus.,"CW ID: 181690
Date Last Changed:  May 23, 2014","",Female,N/A,181690,"",,
Gynecological Infections,Obstetrics/Gynecology (Women’s Health) Infections and Infectious Diseases Family Medicine,"GOG 0258: A Randomized Phase III Trial of Cisplatin and Tumor Volume Directed Irradiation Followed by Carboplatin and Paclitaxel vs. Carboplatin and Paclitaxel for Optimally Debulked, Advanced Endometrial Carcinoma.","CW ID: 181689
Date Last Changed:  May 23, 2014",Female,N/A,Recruiting,181689,"",,3
Gynecological Infections,Obstetrics/Gynecology (Women’s Health) Infections and Infectious Diseases Family Medicine,"GOG 0263: Randomized Phase III Clinical Trial of Adjuvant Radiation Versus Chemoradiation in Intermediate Risk, Stage I/IIA Cervical Cancer Treated With Initial Radical Hysterectomy and Pelvic Lymphadenectomy.","CW ID: 181687
Date Last Changed:  May 23, 2014",Female,N/A,Recruiting,181687,"",,3
Hair Loss,Dermatology Family Medicine,Hair Thinning for Women,This research study will evaluate a proprietary nutritional complex to stimulate healthy hair growth for women.Volunteers will receive either an available product known as Aviva Advanced Hair Nutrition or a placebo for the duration of the study. A capsule will be taken twice daily; once in the morning and once in the evening. Volunteers will have photographs taken of a defined area of your scalp to evaluate hair patterns at the beginning and end of the trial.,"",Both Male and Female,21 to 75 Years,203087,"",,
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",Squamous Cell Carcinoma,"The Phase III clinical trial is an open-label, randomized, controlled, multi-center study designed to determine if Multikine® administered prior to current standard of care (Surgery plus Radiotherapy or Surgery plus Concurrent Radiochemotherapy) used for treatment naive subjects with Advanced Primary Squamous Cell Carcinoma of the Oral Cavity/Soft Palate (Head and Neck cancer) will result in an increased overall rate of survival versus subjects treated with standard of care only.",Both Male and Female,N/A,Recruiting,196283,"",,3
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",Safety Study of Oral MGCD265 Administered Without Interruption to Subjects With Advanced Malignancies,"MGCD265 belongs to a new class of drugs with anticancer potential, known as tyrosine kinase inhibitors. MGCD265 was shown to slow down the growth of human cancer cells in mice. Clinical studies are being pursued to evaluate the safety of MGCD265 in cancer patients.",Both Male and Female,18 and up,Recruiting,204428,"","Mirati Therapeutics, Inc.",1
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine","A Phase II, Multi-Center, Single-Arm, Global Study of MEDI4736 Monotherapy in Patients With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck (SCCHN)",To assess the efficacy of MEDI4736 monotherapy in terms of ORR.,Both Male and Female,18 and up,Recruiting,210253,"",,2
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",ECOG E1305: A Phase III Randomized Trial of Chemotherapy with or without Bevacizumab in Patients with Recurrent or Metastatic Head and Neck Cancer.,"CW ID: 181702
Date Last Changed:  May 23, 2014",Both Male and Female,N/A,Recruiting,181702,"",,3
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",RTOG 0920: A Phase III Study of Postoperative Radiation Therapy (IMRT) +/- Cetuximab for Locally-Advanced Resected Head and Neck Cancer.,"CW ID: 181701
Date Last Changed:  May 23, 2014",Both Male and Female,N/A,Recruiting,181701,"",,3
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",RTOG 1016: Phase III Trial of Radiotherapy Plus Cetuximab Versus Chemoradiotherapy in HPV-Associated Oropharynx Cancer,"CW ID: 196481
Date Last Changed:  May 23, 2014","",Both Male and Female,N/A,196481,"",,
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",RTOG 1216: Randomized Phase II/III Trial of Surgery and Postoperative Radiation Delivered With Concurrent Cisplatin Versus Docetaxel Versus Docetaxel and Cetuximab for High-Risk Squamous Cell Cancer of the Head and Neck,"CW ID: 196483
Date Last Changed:  May 23, 2014","",Both Male and Female,N/A,196483,"",,
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",Squamous Cell Carcinoma,"The Phase III clinical trial is an open-label, randomized, controlled, multi-center study designed to determine if Multikine® administered prior to current standard of care (Surgery plus Radiotherapy or Surgery plus Concurrent Radiochemotherapy) used for treatment naive subjects with Advanced Primary Squamous Cell Carcinoma of the Oral Cavity/Soft Palate (Head and Neck cancer) will result in an increased overall rate of survival versus subjects treated with standard of care only.",Both Male and Female,N/A,Recruiting,196282,"",,3
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",Head/Neck Cancer Patients Needed for a Research Study,C.A.T.S. Cancer and Tobacco Study,"",Both Male and Female,18 and up,210176,"",,
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",A Phase 1/1b Study of MGCD516 in Patients With Advanced Solid Tumor Malignancies,"MGCD516 is a receptor tyrosine kinase (RTK) inhibitor shown in preclinical models to inhibit a closely related spectrum of RTKs including MET, AXL, MER, and members of the VEGFR, PDGFR, DDR2, TRK and Eph families. In this study, MGCD516 is orally administered to patients with advanced solid tumor malignancies to evaluate its safety, pharmacokinetic, metabolism, pharmacodynamic and clinical activity profiles. During the Phase 1 segment, the dose and regimen of MGCD516 will be assessed; during the Phase 1b segment, the clinical activity of MGCD516 will be evaluated in selected patient populations. Patients anticipated to be enrolled in Phase 1b will be selected based upon the following cancer diagnosis:",Both Male and Female,18 and up,Recruiting,201875,"","Mirati Therapeutics, Inc.",1
Head and Neck Cancer,"Oncology Otolaryngology (Ear, Nose, Throat) Family Medicine",Safety Study of Oral MGCD265 Administered Without Interruption to Subjects With Advanced Malignancies,"MGCD265 belongs to a new class of drugs with anticancer potential, known as tyrosine kinase inhibitors. MGCD265 was shown to slow down the growth of human cancer cells in mice. Clinical studies are being pursued to evaluate the safety of MGCD265 in cancer patients.",Both Male and Female,18 and up,Recruiting,202422,"","Mirati Therapeutics, Inc.",1
